Record ID,Offender Number,Prison Start Date,Prison Admission Type,Intake Supervising Institution,Supervision Status,Sex,Race & Ethnicity,Education Category,Education,Age,Offense Code,Offense Classification,Offense Description,Offense Type,Offense Subtype,Months Served,Report Date
678,18682511,12/09/2010,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,32,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,132,12/13/2021
679,19017023,09/16/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,46,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,3,12/13/2021
680,3213536,11/17/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,45,713.3,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent,13,12/13/2021
681,18395852,06/16/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eleventh,36,708.2A(5),D Felony,Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury,Violent,Assault,18,12/13/2021
682,20884829,08/27/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Unknown,23,713.3,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent,28,12/13/2021
683,20156159,11/12/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,38,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,13,12/13/2021
684,18137927,11/12/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Tenth,22,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,1,12/13/2021
685,18122648,07/27/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,HiSET/GED,26,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,5,12/13/2021
686,3390812,09/14/2016,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Tenth,47,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,63,12/13/2021
687,19188482,03/24/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,31,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,9,12/13/2021
688,2410100,04/10/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,53,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary,20,12/13/2021
689,18817199,02/09/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,24,124.406A,C Felony,"CONSPIRE, RECRUIT PERSON UNDER 18 TO DEL, MFG SCHED I, II, III, IV",Drug,Trafficking,10,12/13/2021
690,18807524,06/01/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,39,908.5(2)B,D Felony,SPECIAL SENTENCE REVOCATION - 2ND/SUB.,Other,Other Criminal,6,12/13/2021
691,18259343,12/08/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,29,709.8(1),C Felony,Lascivious Acts With A Child - Life Special Sentence,Violent,Sex,48,12/13/2021
692,18278573,08/26/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Unknown,29,715A.2(A),D Felony,FORGERY,Property,Forgery/Fraud,4,12/13/2021
693,20686853,06/16/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,Black,No HS Diploma,Eleventh,28,707.5(1),D Felony,INVOL MANSL/PUBLIC OFFENSE,Violent,Murder/Manslaughter,6,12/13/2021
694,19428242,05/18/2011,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,57,709.4(2)(b),C Felony,Sexual Abuse-3rd/Victim 12 or 13 Yrs Old-Life Special Sentence,Violent,Sex,127,12/13/2021
695,3392732,12/19/2006,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,43,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,179,12/13/2021
696,20397545,08/18/2017,New Admit New Sentence,Anamosa State Penitentiary,Prison,Male,White,No HS Diploma,Tenth,22,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft,52,12/13/2021
697,19223903,05/10/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,31,709.3,B Felony,Sex Abuse -2nd Degree(85%)-Life Special Sentence,Violent,Sex,31,12/13/2021
698,18534566,06/04/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,37,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,6,12/13/2021
699,18365834,06/25/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Tenth,27,715A.6(2)(B),D Felony,"UNAUTH. USE OF CREDIT CARD, GREATER THAN $1K, LESS THAN $10K",Property,Forgery/Fraud,18,12/13/2021
700,3439958,11/05/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,41,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary,1,12/13/2021
701,20574869,01/11/2007,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,34,710.4,C Felony,KIDNAPPING 3RD DEGREE,Violent,Kidnap,179,12/13/2021
702,18193976,06/26/2008,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,46,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,161,12/13/2021
703,18769013,02/02/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,Black,HS Diploma or Equivelent,HiSET/GED,46,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,10,12/13/2021
704,18049664,04/30/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,32,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,7,12/13/2021
705,19966760,08/17/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,Post-Secondary,Vocational Program/Technical Certificate,36,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,4,12/13/2021
706,3013007,08/10/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,61,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,40,12/13/2021
707,18963101,08/02/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,36,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,28,12/13/2021
708,3223055,11/13/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eleventh,48,709.8(1),C Felony,Lascivious Acts With A Child - Life Special Sentence,Violent,Sex,37,12/13/2021
709,20054063,12/12/2013,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,34,707.11,B Felony,"ATTEMPTED MURDER, 85%",Violent,Murder/Manslaughter,96,12/13/2021
710,18459662,06/25/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,HS Diploma or Equivelent,High School Diploma,61,724.1C,D Felony,Short-Barreled Rifle or Short-Barreled Shotgun,Public Order,Weapons,6,12/13/2021
711,20183216,04/13/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eleventh,27,707.11,B Felony,"ATTEMPTED MURDER, 85%",Violent,Murder/Manslaughter,56,12/13/2021
712,3341228,03/07/2002,New Admit New Sentence,Iowa State Penitentiary,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,51,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,237,12/13/2021
713,3026696,04/10/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,50,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud,32,12/13/2021
714,19860572,10/20/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,37,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,2,12/13/2021
715,20015501,12/22/2016,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eleventh,47,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,60,12/13/2021
716,20223986,07/23/2020,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,Black,HS Diploma or Equivelent,HiSET/GED,39,706A.2(4),B Felony,Ongoing Criminal Conduct-Unlawful Activity,Other,Other Criminal,17,12/13/2021
717,3373775,11/24/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,43,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,13,12/13/2021
718,19962536,12/21/2001,New Admit New Sentence,Iowa State Penitentiary,Prison,Male,White,No HS Diploma,Eleventh,60,709.2,A Felony,SEXUAL ABUSE 1ST DEGREE,Violent,Sex,239,12/13/2021
719,19406432,02/03/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,32,908.5(2)A,Aggravated Misdemeanor,SPECIAL SENTENCE REVOCATION - 1ST OFFENSE,Other,Other Criminal,10,12/13/2021
720,3100364,10/13/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,Post-Secondary,Associate's Degree,60,708.11(3)(b)(1),D Felony,Stalking - Violation of Protective Order,Violent,Assault,2,12/13/2021
721,19282538,02/26/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,35,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,22,12/13/2021
722,19802987,07/17/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Asian or Pacific Islander,No HS Diploma,Eighth,34,709.3(1)(b),B Felony,"Sex Abuse-2nd--Child Under 12, 1st Off, 85%--Life Special Sentence",Violent,Sex,17,12/13/2021
723,20846714,03/27/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,33,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,21,12/13/2021
724,3046814,05/05/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,HS Diploma or Equivelent,High School Diploma,61,708.4(1),C Felony,WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault,55,12/13/2021
725,19839662,07/26/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Ninth,29,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,41,12/13/2021
726,19561868,10/13/2016,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Ninth,27,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,62,12/13/2021
727,3049538,05/28/2002,New Admit New Sentence,Anamosa State Penitentiary,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,58,709.3,B Felony,SEXUAL ABUSE - 2ND DEGREE - 85%,Violent,Sex,234,12/13/2021
728,19671074,12/30/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Tenth,37,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud,11,12/13/2021
729,20729321,05/19/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,37,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,7,12/13/2021
730,20728883,01/22/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,28,713.3,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent,11,12/13/2021
731,19912166,10/27/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,38,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,2,12/13/2021
732,3360350,07/14/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,44,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,5,12/13/2021
733,19728194,09/17/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,24,708.2A(5),D Felony,Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury,Violent,Assault,15,12/13/2021
734,19010720,07/02/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,36,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,29,12/13/2021
735,19280852,04/23/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,,,72,708.6(1),C Felony,INTIMIDATION WITH A DANGEROUS WEAPON,Violent,Assault,8,12/13/2021
736,19612799,10/14/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Ninth,33,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud,2,12/13/2021
737,19298861,05/27/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,39,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,7,12/13/2021
738,19699418,10/06/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,22,708.4(2),D Felony,WILLFUL INJURY - CAUSING BODILY INJURY,Violent,Assault,2,12/13/2021
739,20549270,09/25/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,25,726.2,D Felony,Incest-10 Yr. Special Sentence,Violent,Sex,15,12/13/2021
740,19015673,11/29/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,Post-Secondary,Master's Degree,35,707.3,B Felony,"MURDER - 2ND DEGREE,  85%",Violent,Murder/Manslaughter,0,12/13/2021
741,18881189,12/14/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,No HS Diploma,Unknown,32,901A.2(9),Felony - Mandatory Minimum,SEXUAL PREDATOR - COMMUNITY SUPERVISION - Up to 2 Years,Violent,Sex,12,12/13/2021
742,20806715,08/22/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eleventh,30,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,28,12/13/2021
743,18546845,09/28/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,27,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,2,12/13/2021
744,18441800,03/12/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Tenth,23,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary,9,12/13/2021
745,2414222,07/02/2003,New Admit New Sentence,Iowa State Penitentiary,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,52,713.3,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent,221,12/13/2021
746,20150270,05/03/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,31,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,7,12/13/2021
747,317354,09/17/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,57,708.2A(3B),Aggravated Misdemeanor,DOMESTIC ABUSE ASSAULT - 2ND OFFENSE,Violent,Assault,3,12/13/2021
748,3009440,01/17/2000,New Admit New Sentence,Anamosa State Penitentiary,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,55,709.3,B Felony,SEXUAL ABUSE - 2ND DEGREE - 85%,Violent,Sex,262,12/13/2021
749,18787730,05/27/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,39,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,19,12/13/2021
750,3272798,02/07/2019,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,HiSET/GED,45,707.6A(1),B Felony,VEH. HOMICIDE/OWI 321J.2,Violent,Murder/Manslaughter,34,12/13/2021
751,19099814,05/03/2013,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,26,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft,103,12/13/2021
752,19325681,10/21/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eleventh,34,724.26(2)(a),D Felony,Dominion/Control of firearm/off weapon by domestic abuse offender,Public Order,Weapons,2,12/13/2021
753,617303,09/23/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,Post-Secondary,Associate's Degree,60,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,15,12/13/2021
754,3126209,02/22/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,65,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,10,12/13/2021
755,19024985,05/15/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,28,707.3,B Felony,MURDER 2ND DEGREE,Violent,Murder/Manslaughter,43,12/13/2021
756,18065891,09/03/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Tenth,20,724.16A-B,C Felony,"TRAFFICKING IN STOLEN WEAPON, 2ND OFF./USE",Public Order,Weapons,15,12/13/2021
757,19087049,04/17/2018,Other,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,37,709.3,B Felony,Sex Abuse -2nd Degree(85%)-Life Special Sentence,Violent,Sex,44,12/13/2021
758,20210171,10/02/2019,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,HiSET/GED,47,707.11,B Felony,"ATTEMPTED MURDER, 85%",Violent,Murder/Manslaughter,26,12/13/2021
759,18296576,01/12/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,33,908.5(2)B,D Felony,SPECIAL SENTENCE REVOCATION - 2ND/SUB.,Other,Other Criminal,11,12/13/2021
760,18247133,02/15/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,Post-Secondary,Vocational Program/Technical Certificate,35,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,58,12/13/2021
